name,organization_name,occurrences
info-contact,azure.com/storageimportexport,1.0
info-contact,azure.com/mixedreality-proxy,1.0
info-contact,azure.com/notificationhubs,3.0
info-contact,azure.com/devops,1.0
info-contact,azure.com/sql-deprecated,1.0
info-contact,azure.com/sql-serverDnsAliases,1.0
info-contact,azure.com/edgegateway,1.0
info-contact,azure.com/sql-renameDatabase,1.0
info-contact,azure.com/applicationinsights-QueryPackQueries_API,1.0
info-contact,azure.com/sql-FailoverDatabases,1.0
info-contact,azure.com/sql-ManagedServerSecurityAlertPolicy,1.0
info-contact,azure.com/sql-serverOperations,1.0
info-contact,azure.com/monitor-actionGroups_API,5.0
info-contact,azure.com/portal,3.0
info-contact,azure.com/automation-python2package,1.0
info-contact,azure.com/network-applicationGateway,23.0
info-contact,azure.com/recoveryservices-replicationusages,1.0
info-contact,azure.com/azsadmin-shares,1.0
info-contact,azure.com/maintenance-Maintenance,1.0
info-contact,azure.com/managedservices,4.0
info-contact,azure.com/sql-databaseVulnerabilityAssessmentBaselines,1.0
info-contact,azure.com/sql-checkNameAvailability,1.0
info-contact,azure.com/web-DomainRegistrationProvider,3.0
info-contact,azure.com/sql-PrivateLinkResources,1.0
info-contact,azure.com/storagesync,7.0
info-contact,azure.com/guestconfiguration-guestconfiguration_NotImplemented,1.0
info-contact,azure.com/apimanagement-apimusers,5.0
info-contact,azure.com/applicationinsights-components_API,1.0
info-contact,azure.com/streamanalytics-functions,1.0
info-contact,azure.com/security-pricings,2.0
info-contact,azure.com/containerregistry,8.0
info-contact,azure.com/imds,9.0
info-contact,azure.com/hdinsight-capabilities,1.0
info-contact,azure.com/hardwaresecuritymodules-dedicatedhsm,1.0
info-contact,azure.com/mariadb-DataEncryptionKeys,1.0
info-contact,azure.com/mariadb-PrivateEndpointConnections,2.0
info-contact,azure.com/digitaltwins,1.0
info-contact,azure.com/sql-managedDatabases,3.0
info-contact,azure.com/mediaservices-Assets,2.0
info-contact,azure.com/hanaonazure,1.0
info-contact,azure.com/compute-swagger,1.0
info-contact,azure.com/sql-databaseAutomaticTuning,1.0
info-contact,azure.com/resources-management,1.0
info-contact,azure.com/sql-virtualclusters,1.0
info-contact,azure.com/network-virtualNetwork,23.0
info-contact,azure.com/mariadb,2.0
info-contact,azure.com/containerservice-location,4.0
info-contact,azure.com/sql-recommendedElasticPoolsDecoupled,1.0
info-contact,azure.com/apimanagement-apimbackends,6.0
info-contact,azure.com/hybridcompute-HybridCompute,3.0
info-contact,azure.com/monitor-tenantActivityLogs_API,1.0
info-contact,azure.com/sql-queries,1.0
info-contact,azure.com/sql-databaseVulnerabilityAssessmentScans,1.0
info-contact,azure.com/apimanagement-apimdeployment,7.0
info-contact,azure.com/reservations-quota,1.0
info-contact,azure.com/cosmos-db,7.0
info-contact,azure.com/monitor-activityLogs_API,1.0
info-contact,azure.com/security-subAssessments,1.0
info-contact,azure.com/web-Diagnostics,3.0
info-contact,azure.com/network-publicIpAddress,23.0
info-contact,azure.com/monitor-privateLinkScopes_API,1.0
info-contact,azure.com/storagecache,2.0
info-contact,azure.com/security-serverVulnerabilityAssessments,1.0
info-contact,azure.com/marketplace-Marketplace,2.0
info-contact,azure.com/apimanagement-apimloggers,6.0
info-contact,azure.com/sql-DatabaseSchema,1.0
info-contact,azure.com/web-AppServicePlans,3.0
info-contact,azure.com/sql-ManagedInstanceVulnerabilityAssessments,1.0
info-contact,azure.com/analysisservices,4.0
info-contact,azure.com/visualstudio-PipelineTemplates,1.0
info-contact,azure.com/sql-ManagedInstanceTdeCertificates,1.0
info-contact,azure.com/operationalinsights-Clusters,1.0
info-contact,azure.com/network-virtualWan,11.0
info-contact,azure.com/keyvault,7.0
info-contact,azure.com/network-availableDelegations,9.0
info-contact,azure.com/mysql-PrivateLinkResources,2.0
info-contact,azure.com/security,2.0
info-contact,azure.com/containerservices-location,1.0
info-contact,azure.com/apimanagement-apimtags,5.0
info-contact,azure.com/web-ResourceHealthMetadata,3.0
info-contact,azure.com/redis,6.0
info-contact,azure.com/sql-ManagedDatabaseSchema,1.0
info-contact,azure.com/applicationinsights-componentAnnotations_API,1.0
info-contact,azure.com/network-endpointService,19.0
info-contact,azure.com/sql-importExport,1.0
info-contact,azure.com/mediaservices-streamingservice,4.0
info-contact,azure.com/azsadmin-blobServices,1.0
info-contact,azure.com/trafficmanager-trafficmanageranalytics,1.0
info-contact,azure.com/signalr,2.0
info-contact,azure.com/automation-connection,1.0
info-contact,azure.com/network-ipGroups,2.0
info-contact,azure.com/reservations,3.0
info-contact,azure.com/security-tasks,1.0
info-contact,azure.com/automation-connectionType,1.0
info-contact,azure.com/resourcehealth,2.0
info-contact,azure.com/network-availableServiceAliases,1.0
info-contact,azure.com/datalake-store-account,2.0
info-contact,azure.com/apimanagement-apimproducts,4.0
info-contact,azure.com/compute-gallery,3.0
info-contact,azure.com/network-interfaceEndpoint,5.0
info-contact,azure.com/web-DeletedWebApps,3.0
info-contact,azure.com/automation-sourceControlSyncJobStreams,1.0
info-contact,azure.com/network-networkProfile,9.0
info-contact,azure.com/machinelearningcompute-machineLearningCompute,2.0
info-contact,azure.com/monitor-metricAlert_API,1.0
info-contact,azure.com/consumption,16.0
info-contact,azure.com/authorization-authorization-RoleDefinitionsCalls,2.0
info-contact,azure.com/apimanagement-apimnetworkstatus,6.0
info-contact,azure.com/azuredata,1.0
info-contact,azure.com/streamanalytics-subscriptions,1.0
info-contact,azure.com/network-virtualNetworkTap,9.0
info-contact,azure.com/cognitiveservices-QnAMaker,1.0
info-contact,azure.com/storsimple8000series-storsimple,1.0
info-contact,azure.com/network-expressRouteGateway,9.0
info-contact,azure.com/network-ddosCustomPolicy,7.0
info-contact,azure.com/powerbiembedded,1.0
info-contact,azure.com/mediaservices-Accounts,3.0
info-contact,azure.com/windowsiot-WindowsIotServices,2.0
info-contact,azure.com/containerservice-containerService,4.0
info-contact,azure.com/resources-policyDefinitions,6.0
info-contact,azure.com/frontdoor,4.0
info-contact,azure.com/authorization-authorization-DenyAssignmentGetCalls,1.0
info-contact,azure.com/resources,13.0
info-contact,azure.com/automation-module,1.0
info-contact,azure.com/sql-ManagedDatabaseSecurityAlertPolicies,1.0
info-contact,azure.com/datafactory,2.0
info-contact,azure.com/mysql-DataEncryptionKeys,1.0
info-contact,azure.com/resources-deploymentScripts,1.0
info-contact,azure.com/sql-metrics,1.0
info-contact,azure.com/azsadmin-acquisitions,2.0
info-contact,azure.com/EnterpriseKnowledgeGraph-EnterpriseKnowledgeGraphSwagger,1.0
info-contact,azure.com/monitor-metricsCreate_API,1.0
info-contact,azure.com/machinelearningservices-runHistory,2.0
info-contact,azure.com/privatedns,1.0
info-contact,azure.com/network,3.0
info-contact,azure.com/network-checkDnsAvailability,23.0
info-contact,azure.com/storage-file,2.0
info-contact,azure.com/sql-cancelPoolOperations,1.0
info-contact,azure.com/policyinsights-remediations,2.0
info-contact,azure.com/sql-serverKeys,1.0
info-contact,azure.com/sql-dataWarehouseUserActivities,1.0
info-contact,azure.com/mediaservices-ContentKeyPolicies,3.0
info-contact,azure.com/trafficmanager,6.0
info-contact,azure.com/sql-PrivateEndpointConnections,1.0
info-contact,azure.com/imagebuilder,3.0
info-contact,azure.com/machinelearningservices-hyperdrive,2.0
info-contact,azure.com/apimanagement-apimapisByTags,3.0
info-contact,azure.com/deploymentmanager,2.0
info-contact,azure.com/databricks,1.0
info-contact,azure.com/automation-dscConfiguration,1.0
info-contact,azure.com/recoveryservices-vaultusages,1.0
info-contact,azure.com/web-Certificates,4.0
info-contact,azure.com/appconfiguration,4.0
info-contact,azure.com/vmwarecloudsimple,1.0
info-contact,azure.com/storage-managementpolicy,1.0
info-contact,azure.com/web-logicAppsManagementClient,2.0
info-contact,azure.com/web-WebApps,4.0
info-contact,azure.com/network-usage,23.0
info-contact,azure.com/sql-ServerVulnerabilityAssessments,1.0
info-contact,azure.com/eventhub-EventHub,3.0
info-contact,azure.com/logic,5.0
info-contact,azure.com/blueprint-blueprintDefinition,2.0
info-contact,azure.com/sql-blobAuditingPolicies,1.0
info-contact,azure.com/sql-databases,4.0
info-contact,azure.com/dynamicstelemetry,1.0
info-contact,azure.com/scheduler,3.0
info-contact,azure.com/monitor-vmInsightsOnboarding_API,1.0
info-contact,azure.com/applicationinsights-webTestLocations_API,1.0
info-contact,azure.com/iothub,10.0
info-contact,azure.com/recoveryservicesbackup,1.0
info-contact,azure.com/automation-credential,1.0
info-contact,azure.com/resources-subscriptions,5.0
info-contact,azure.com/customerlockbox,1.0
info-contact,azure.com/sql-FailoverElasticPools,1.0
info-contact,azure.com/cognitiveservices-LUIS-Runtime,4.0
info-contact,azure.com/keyvault-providers,4.0
info-contact,azure.com/containerservice-managedClusters,10.0
info-contact,azure.com/sqlvirtualmachine-sqlvm,1.0
info-contact,azure.com/web-Domains,3.0
info-contact,azure.com/sql-restorePoints,2.0
info-contact,azure.com/streamanalytics-transformations,1.0
info-contact,azure.com/subscription-operations,1.0
info-contact,azure.com/security-locations,1.0
info-contact,azure.com/adhybridhealthservice-ADHybridHealthService,1.0
info-contact,azure.com/cdn-cdnwebapplicationfirewall,1.0
info-contact,azure.com/automation-dscCompilationJob,2.0
info-contact,azure.com/sql-managedDatabaseVulnerabilityAssesmentRuleBaselines,1.0
info-contact,azure.com/keyvault-secrets,4.0
info-contact,azure.com/apimanagement-apimpolicydescriptions,1.0
info-contact,azure.com/sql-dataMasking,1.0
info-contact,azure.com/network-vmssNetworkInterface,5.0
info-contact,azure.com/sql-managedDatabaseSensitivityLabels,1.0
info-contact,azure.com/security-jitNetworkAccessPolicies,1.0
info-contact,azure.com/sql-blobAuditing,2.0
info-contact,azure.com/sql-instanceFailoverGroups,1.0
info-contact,azure.com/cognitiveservices-FormRecognizer,1.0
info-contact,azure.com/apimanagement-apimcertificates,6.0
info-contact,azure.com/monitor-eventCategories_API,1.0
info-contact,azure.com/hybriddatamanager-hybriddata,1.0
info-contact,azure.com/sql-restorableDroppedManagedDatabases,1.0
info-contact,azure.com/datalake-analytics-account,2.0
info-contact,azure.com/streamanalytics-inputs,1.0
info-contact,azure.com/recoveryservices-registeredidentities,1.0
info-contact,azure.com/marketplaceordering-Agreements,1.0
info-contact,azure.com/peering,6.0
info-contact,azure.com/mariadb-PrivateLinkResources,2.0
info-contact,azure.com/databoxedge,3.0
info-contact,azure.com/frontdoor-webapplicationfirewall,3.0
info-contact,azure.com/automation-account,1.0
info-contact,azure.com/applicationinsights-workbookTemplates_API,1.0
info-contact,azure.com/storage,13.0
info-contact,azure.com/hdinsight-operations,2.0
info-contact,azure.com/apimanagement-apimnamedvalues,1.0
info-contact,azure.com/monitor-alertRulesIncidents_API,1.0
info-contact,azure.com/applicationinsights-eaSubscriptionMigration_API,1.0
info-contact,azure.com/storage-blob,6.0
info-contact,azure.com/automation-watcher,1.0
info-contact,azure.com/hdinsight-extensions,2.0
info-contact,azure.com/monitor-baseline_API,2.0
info-contact,azure.com/maps-maps-management,3.0
info-contact,azure.com/search,3.0
info-contact,azure.com/postgresql-PrivateLinkResources,2.0
info-contact,azure.com/network-operation,17.0
info-contact,azure.com/monitor-metricDefinitions_API,3.0
info-contact,azure.com/automation-sourceControl,1.0
info-contact,azure.com/security-applicationWhitelistings,1.0
info-contact,azure.com/sql-DatabaseSecurityAlertPolicies,2.0
info-contact,azure.com/datamigration,2.0
info-contact,azure.com/web-service,1.0
info-contact,azure.com/apimanagement-apimidentityprovider,6.0
info-contact,azure.com/monitor-calculateBaseline_API,2.0
info-contact,azure.com/sql-managedDatabaseVulnerabilityAssessmentScans,1.0
info-contact,azure.com/apimanagement-apimproductsByTags,3.0
info-contact,azure.com/apimanagement-apimgroups,6.0
info-contact,azure.com/sql-WorkloadGroups,1.0
info-contact,azure.com/blockchain,1.0
info-contact,azure.com/managednetwork-managedNetwork,1.0
info-contact,azure.com/automation-jobSchedule,1.0
info-contact,azure.com/azsadmin-Quotas,2.0
info-contact,azure.com/sql-ManagedInstanceEncryptionProtectors,1.0
info-contact,azure.com/serialconsole,1.0
info-contact,azure.com/applicationinsights-componentApiKeys_API,1.0
info-contact,azure.com/mariadb-PerformanceRecommendations,1.0
info-contact,azure.com/machinelearningservices-execution,2.0
info-contact,azure.com/containerservice-openShiftManagedClusters,3.0
info-contact,azure.com/sql-advisors,2.0
info-contact,azure.com/network-azureFirewallFqdnTag,9.0
info-contact,azure.com/apimanagement-apimemailtemplate,3.0
info-contact,azure.com/guestconfiguration,3.0
info-contact,azure.com/resources-locks,2.0
info-contact,azure.com/security-securityContacts,1.0
info-contact,azure.com/mediaservices-StreamingPoliciesAndStreamingLocators,3.0
info-contact,azure.com/applicationinsights-componentWorkItemConfigs_API,1.0
info-contact,azure.com/sql-ManagedInstanceKeys,1.0
info-contact,azure.com/mixedreality-spatial-anchors,1.0
info-contact,azure.com/automation-hybridRunbookWorkerGroup,1.0
info-contact,azure.com/servicebus-servicebus-preview,1.0
info-contact,azure.com/network-serviceCommunity,21.0
info-contact,azure.com/sql-serverSecurityAlertPolicies,1.0
info-contact,azure.com/web-AppServiceEnvironments,3.0
info-contact,azure.com/cdn,4.0
info-contact,azure.com/postgresql-PrivateEndpointConnections,2.0
info-contact,azure.com/sql-operations,2.0
info-contact,azure.com/timeseriesinsights,3.0
info-contact,azure.com/apimanagement-apimapis,2.0
info-contact,azure.com/compute,8.0
info-contact,azure.com/applicationinsights-workbookOperations_API,1.0
info-contact,azure.com/support,1.0
info-contact,azure.com/automation-certificate,1.0
info-contact,azure.com/servicefabric,3.0
info-contact,azure.com/apimanagement-apimauthorizationservers,6.0
info-contact,azure.com/devspaces,3.0
info-contact,azure.com/postgresql-DataEncryptionKeys,1.0
info-contact,azure.com/powerbidedicated,1.0
info-contact,azure.com/policyinsights-policyStates,6.0
info-contact,azure.com/recoveryservicesbackup-bms,5.0
info-contact,azure.com/applicationinsights-aiOperations_API,1.0
info-contact,azure.com/network-virtualRouter,4.0
info-contact,azure.com/recoveryservicesbackup-operations,1.0
info-contact,azure.com/automation-dscNode,2.0
info-contact,azure.com/mediaservices-Encoding,3.0
info-contact,azure.com/hdinsight-job,1.0
info-contact,azure.com/mysql-QueryPerformanceInsights,1.0
info-contact,azure.com/cosmos-db-privateLinkResources,1.0
info-contact,azure.com/monitor-activityLogAlerts_API,2.0
info-contact,azure.com/network-expressRouteCrossConnection,13.0
info-contact,azure.com/compute-containerService,4.0
info-contact,azure.com/mysql,3.0
info-contact,azure.com/blueprint-blueprintAssignment,2.0
info-contact,azure.com/resourcegraph-graphquery,1.0
info-contact,azure.com/automation-webhook,1.0
info-contact,azure.com/sql-TdeCertificates,1.0
info-contact,azure.com/cognitiveservices-QnAMakerRuntime,1.0
info-contact,azure.com/security-discoveredSecuritySolutions,1.0
info-contact,azure.com/resources-policyAssignments,7.0
info-contact,azure.com/monitor-autoscale_API,1.0
info-contact,azure.com/sql-geoBackupPolicies,1.0
info-contact,azure.com/automation-dscNodeConfiguration,2.0
info-contact,azure.com/authorization-authorization-ClassicAdminCalls,2.0
info-contact,azure.com/applicationinsights-componentFeaturesAndPricing_API,2.0
info-contact,azure.com/network-networkSecurityGroup,23.0
info-contact,azure.com/sql-syncGroups,1.0
info-contact,azure.com/addons-Addons,1.0
info-contact,azure.com/azsadmin-farms,1.0
info-contact,azure.com/apimanagement-apimsubscriptions,4.0
info-contact,azure.com/monitor-metricNamespaces_API,1.0
info-contact,azure.com/containerinstance-containerInstance,8.0
info-contact,azure.com/monitor-scheduledQueryRule_API,1.0
info-contact,azure.com/network-networkWatcherConnectionMonitorV1,1.0
info-contact,azure.com/search-searchindex,3.0
info-contact,azure.com/applicationinsights-QueryPacks_API,1.0
info-contact,azure.com/recoveryservicessiterecovery-service,3.0
info-contact,azure.com/attestation,1.0
info-contact,azure.com/cognitiveservices-Personalizer,1.0
info-contact,azure.com/security-adaptiveNetworkHardenings,1.0
info-contact,azure.com/recoveryservices-vaults,1.0
info-contact,azure.com/automation-linkedWorkspace,1.0
info-contact,azure.com/network-networkInterface,10.0
info-contact,azure.com/hdinsight-configurations,2.0
info-contact,azure.com/subscription-subscriptions,6.0
info-contact,azure.com/sql-replicationLinks,1.0
info-contact,azure.com/network-azureFirewall,12.0
info-contact,azure.com/hdinsight-applications,2.0
info-contact,azure.com/apimanagement-apimquotas,6.0
info-contact,azure.com/sql-syncAgents,1.0
info-contact,azure.com/visualstudio-Projects,1.0
info-contact,azure.com/sql-backups,1.0
info-contact,azure.com/securityinsights-SecurityInsights,2.0
info-contact,azure.com/web-CertificateRegistrationProvider,3.0
info-contact,azure.com/monitor-metrics_API,3.0
info-contact,azure.com/locationbasedservices,1.0
info-contact,azure.com/sql-serverAutomaticTuning,1.0
info-contact,azure.com/web-Recommendations,3.0
info-contact,azure.com/addons-addons-swagger,1.0
info-contact,azure.com/web-Provider,3.0
info-contact,azure.com/mysql-PrivateEndpointConnections,2.0
info-contact,azure.com/cognitiveservices-AnomalyFinder,1.0
info-contact,azure.com/sql-servers,3.0
info-contact,azure.com/monitor-subscriptionDiagnosticsSettings_API,1.0
info-contact,azure.com/intune,2.0
info-contact,azure.com/azsadmin-tableServices,1.0
info-contact,azure.com/machinelearning-workspaces,2.0
info-contact,azure.com/network-loadBalancer,23.0
info-contact,azure.com/sql-connectionPolicies,1.0
info-contact,azure.com/databox,2.0
info-contact,azure.com/security-workspaceSettings,1.0
info-contact,azure.com/resources-features,1.0
info-contact,azure.com/network-applicationSecurityGroup,17.0
info-contact,azure.com/security-autoProvisioningSettings,1.0
info-contact,azure.com/eventgrid-EventGrid,10.0
info-contact,azure.com/containerservices-managedClusters,3.0
info-contact,azure.com/network-serviceEndpointPolicy,10.0
info-contact,azure.com/security-deviceSecurityGroups,2.0
info-contact,azure.com/security-iotSecuritySolutionAnalytics,2.0
info-contact,azure.com/alertsmanagement-AlertsManagement,6.0
info-contact,azure.com/apimanagement-apimopenidconnectproviders,6.0
info-contact,azure.com/azsadmin-storage,2.0
info-contact,azure.com/mixedreality,1.0
info-contact,azure.com/security-externalSecuritySolutions,1.0
info-contact,azure.com/recoveryservicesbackup-registeredIdentities,1.0
info-contact,azure.com/alertsmanagement-SmartDetectorAlertRulesApi,2.0
info-contact,azure.com/automation-dscNodeCounts,1.0
info-contact,azure.com/subscription-subscriptionDefinitions,1.0
info-contact,azure.com/network-natGateway,5.0
info-contact,azure.com/azsadmin-storageaccounts,2.0
info-contact,azure.com/sql-sensitivityLabels,1.0
info-contact,azure.com/mariadb-QueryPerformanceInsights,1.0
info-contact,azure.com/security-compliances,1.0
info-contact,azure.com/network-privateEndpoint,4.0
info-contact,azure.com/web-TopLevelDomains,3.0
info-contact,azure.com/monitor-serviceDiagnosticsSettings_API,2.0
info-contact,azure.com/managementgroups-management,5.0
info-contact,azure.com/security-regulatoryCompliance,1.0
info-contact,azure.com/network-bastionHost,4.0
info-contact,azure.com/monitor-operations_API,1.0
info-contact,azure.com/sql-usages,4.0
info-contact,azure.com/storSimple1200Series-StorSimple,1.0
info-contact,azure.com/sql-recoverableManagedDatabases,1.0
info-contact,azure.com/authorization-authorization-RACalls,1.0
info-contact,azure.com/iotcentral,2.0
info-contact,azure.com/applicationinsights-componentProactiveDetection_API,2.0
info-contact,azure.com/servermanagement,2.0
info-contact,azure.com/cognitiveservices-LUIS-Authoring,2.0
info-contact,azure.com/sql-serverCommunicationLinks,1.0
info-contact,azure.com/web-ResourceProvider,3.0
info-contact,azure.com/network-serviceTags,4.0
info-contact,azure.com/network-privateLinkService,4.0
info-contact,azure.com/automation-schedule,1.0
info-contact,azure.com/monitor-metricBaselines_API,1.0
info-contact,azure.com/machinelearningexperimentation-machineLearningExperimentation,1.0
info-contact,azure.com/sql-databaseVulnerabilityAssessments,1.0
info-contact,azure.com/compute-runCommands,7.0
info-contact,azure.com/security-automations,1.0
info-contact,azure.com/policyinsights-policyMetadata,1.0
info-contact,azure.com/security-alerts,2.0
info-contact,azure.com/sql-serviceObjectives,1.0
info-contact,azure.com/relay,2.0
info-contact,azure.com/network-vmssPublicIpAddress,2.0
info-contact,azure.com/policyinsights-policyEvents,4.0
info-contact,azure.com/monitor-alertRules_API,1.0
info-contact,azure.com/visualstudio-Csm,2.0
info-contact,azure.com/blueprint-assignmentOperation,1.0
info-contact,azure.com/monitor-guestDiagnosticSettingsAssociation_API,1.0
info-contact,azure.com/network-virtualNetworkGateway,23.0
info-contact,azure.com/sql-jobs,1.0
info-contact,azure.com/containerservices-openShiftManagedClusters,1.0
info-contact,azure.com/operationsmanagement-OperationsManagement,1.0
info-contact,azure.com/automation-runbook,2.0
info-contact,azure.com/mediaservices-media,1.0
info-contact,azure.com/dns,6.0
info-contact,azure.com/apimanagement-apimdiagnostics,5.0
info-contact,azure.com/hdinsight-locations,2.0
info-contact,azure.com/azsadmin-queueServices,1.0
info-contact,azure.com/engagementfabric-EngagementFabric,1.0
info-contact,azure.com/cognitiveservices,2.0
info-contact,azure.com/apimanagement-apimnotifications,5.0
info-contact,azure.com/apimanagement-apimtagresources,5.0
info-contact,azure.com/sql-backupLongTermRetentionVaults,1.0
info-contact,azure.com/security-allowedConnections,1.0
info-contact,azure.com/compute-disk,7.0
info-contact,azure.com/sql-elasticPools,2.0
info-contact,azure.com/apimanagement-apimreports,6.0
info-contact,azure.com/mediaservices-AccountFilters,1.0
info-contact,azure.com/security-complianceResults,1.0
info-contact,azure.com/hdinsight-scriptActions,2.0
info-contact,azure.com/recoveryservicesbackup-jobs,1.0
info-contact,azure.com/sql-ServerAzureADAdministrators,2.0
info-contact,azure.com/automation-job,2.0
info-contact,azure.com/machinelearningservices-machineLearningServices,6.0
info-contact,azure.com/datacatalog,1.0
info-contact,azure.com/security-iotSecuritySolutions,2.0
info-contact,azure.com/softwareplan,2.0
info-contact,azure.com/network-ddosProtectionPlan,13.0
info-contact,azure.com/policyinsights-policyTrackedResources,1.0
info-contact,azure.com/sql-managedDatabaseVulnerabilityAssessments,1.0
info-contact,azure.com/sql-managedInstanceOperations,1.0
info-contact,azure.com/sql-sql.core,1.0
info-contact,azure.com/customproviders,1.0
info-contact,azure.com/machinelearning-commitmentPlans,1.0
info-contact,azure.com/hdinsight-cluster,2.0
info-contact,azure.com/sql-encryptionProtectors,1.0
info-contact,azure.com/automation-sourceControlSyncJob,1.0
info-contact,azure.com/billing,5.0
info-contact,azure.com/managementpartner-ManagementPartner,1.0
info-contact,azure.com/msi-ManagedIdentity,2.0
info-contact,azure.com/cosmos-db-privateEndpointConnection,1.0
info-contact,azure.com/recoveryservices-backup,1.0
info-contact,azure.com/sql-disasterRecoveryConfigurations,1.0
info-contact,azure.com/appplatform,1.0
info-contact,azure.com/sql-managedInstanceAdministrators,1.0
info-contact,azure.com/sql-virtualNetworkRules,1.0
info-contact,azure.com/sql-firewallRules,2.0
info-contact,azure.com/mediaservices-AssetsAndAssetFilters,1.0
info-contact,azure.com/security-operations,1.0
info-contact,azure.com/sql-managedInstances,2.0
info-contact,azure.com/apimanagement-apimemailtemplates,3.0
info-contact,azure.com/network-expressRouteCircuit,22.0
info-contact,azure.com/authorization-authorization-ElevateAccessCalls,1.0
info-contact,azure.com/automation-variable,1.0
info-contact,azure.com/azure-kusto,6.0
info-contact,azure.com/resources-managedapplications,4.0
info-contact,azure.com/monitor-diagnosticsSettingsCategories_API,1.0
info-contact,azure.com/authorization-authorization-RoleAssignmentsCalls,4.0
info-contact,azure.com/network-expressRoutePort,9.0
info-contact,azure.com/cost-management-costmanagement,10.0
info-contact,azure.com/sql-tableAuditing,1.0
info-contact,azure.com/mixedreality-remote-rendering,1.0
info-contact,azure.com/network-networkWatcher,24.0
info-contact,azure.com/network-publicIpPrefix,10.0
info-contact,azure.com/sql-longTermRetention,1.0
info-contact,azure.com/web-AppServiceCertificateOrders,3.0
info-contact,azure.com/monitor-guestDiagnosticSettings_API,1.0
info-contact,azure.com/apimanagement-apimtenant,6.0
info-contact,azure.com/apimanagement-apimapiversionsets,3.0
info-contact,azure.com/applicationinsights-componentContinuousExport_API,1.0
info-contact,clubhouseapi.com,0.5
info-contact,nic.at,0.5
info-contact,hubhopper.com,0.5
info-contact,deutschebahn.com,0.14285714285714285
info-contact,clarify.io,0.5
info-contact,icons8.com,0.5
info-contact,openchannel.io,0.5
info-contact,datumbox.com,0.5
info-contact,phantauth.net,0.5
info-contact,bclaws.ca,0.5
info-contact,readme.io,0.5
info-contact,pandorabots.com,0.5
info-contact,apisetu.gov.in,0.9835164835164835
info-contact,openstates.org,0.5
info-contact,gov.bc.ca,0.2
info-contact,openaq.local,0.5
info-contact,wmata.com,0.16666666666666666
info-contact,interactivebrokers.com,0.5
info-contact,yunbi.com,0.5
info-contact,api.video,0.5
info-contact,superset.apache.local,0.5
info-contact,vmware.local,0.5
info-contact,waag.org,0.5
info-contact,visualstudio.com,0.5
info-contact,contract-p.fit,0.5
info-contact,bigredcloud.com,0.5
info-contact,xkcd.com,0.5
info-contact,nrm.se,0.5
info-contact,orthanc-server.com,0.5
info-contact,patientview.org,0.5
info-contact,lgtm.com,0.5
info-contact,pressassociation.io,0.5
info-contact,lambdatest.com,0.5
info-contact,bulksms.com,0.5
info-contact,netboxdemo.com,0.3333333333333333
info-contact,easypdfserver.com,0.5
info-contact,discourse.local,0.5
info-contact,biapi.pro,0.5
info-contact,gettyimages.com,0.5
info-contact,oxforddictionaries.com,0.5
info-contact,rev.ai,0.5
info-contact,linuxfoundation.org,0.5
info-contact,windows.net,0.2727272727272727
info-contact,apispot.io,0.5
info-contact,geodesystems.com,0.5
info-contact,wikipathways.org,0.5
info-contact,circl.lu,0.5
info-contact,thenounproject.com,0.5
info-contact,opentrials.local,0.5
info-contact,exude-api.herokuapp.com,0.5
info-contact,magento.com,0.5
info-contact,moonmoonmoonmoon.com,0.5
info-contact,thebluealliance.com,0.5
info-contact,shipstation.com,0.5
info-contact,adafruit.com,0.5
info-contact,velopayments.com,0.5
info-contact,cloudmersive.com,0.5
info-contact,watchful.li,0.5
info-contact,nytimes.com,0.6666666666666666
info-contact,mozilla.com,0.5
info-contact,staging-ecotaco.com,0.5
info-contact,optimade.local,0.5
info-contact,hydramovies.com,0.5
info-contact,bhagavadgita.io,0.5
info-contact,testfire.net,0.5
info-contact,monarchinitiative.org,0.5
info-contact,docker.com,0.5
info-contact,orbit.love,0.5
info-contact,meshery.local,0.5
info-contact,math.tools,0.5
info-contact,jellyfin.local,0.5
info-contact,zappiti.com,0.5
info-contact,combell.com,0.5
info-contact,cambase.io,0.5
info-contact,randomlovecraft.com,0.5
info-contact,neowsapp.com,0.5
info-contact,britbox.co.uk,0.5
info-contact,hubapi.com,0.9166666666666666
info-contact,qualtrics.com,0.5
info-contact,afterbanks.com,0.5
info-contact,motaword.com,0.5
info-contact,nlpcloud.io,0.5
info-contact,shorten.rest,0.5
info-contact,hetras-certification.net,0.6666666666666666
info-contact,shotstack.io,0.5
info-contact,onsched.com,0.75
info-contact,bufferapp.com,0.5
info-contact,wealthport.com,0.5
info-contact,figshare.com,0.5
info-contact,fungenerators.com,0.23076923076923078
info-contact,presalytics.io,0.5
info-contact,tfl.gov.uk,0.5
info-contact,extendsclass.com,0.5
info-contact,healthcare.gov,0.5
info-contact,orghunter.com,0.5
info-contact,airport-web.appspot.com,0.5
info-contact,hetzner.cloud,0.5
info-contact,amadeus.com,0.5
info-contact,1password.com,0.5
info-contact,salesforce.local,0.5
info-contact,thetvdb.com,0.5
info-contact,taxamo.com,0.5
info-contact,change.local,0.5
info-contact,tsapi.net,0.5
info-contact,cycat.org,0.5
info-contact,mbus.local,0.5
info-contact,libretranslate.local,0.5
info-contact,wordnik.com,0.5
info-contact,corona-virus-stats.herokuapp.com,0.5
info-contact,bluemix.net,0.5
info-contact,vatapi.com,0.5
